cv_id,source,category,candidate_name,target_role,skills,summary,full_text,embedding_text
CV-KAG-38565119,Kaggle/GitHub Resume.csv,DESIGNER,Kaggle Candidate 38565119,DESIGNER Specialist,[],"INDEPENDENT DESIGNER Professional Summary Independent and results driven Design Professional with an extensive background in the design process. Proficient in taking initiative, along with a desire to achieve client satisfaction, for a record of accomplished results. Skills Space Planning Workplace ...","INDEPENDENT DESIGNER Professional Summary Independent and results driven Design Professional with an extensive background in the design process. Proficient in taking initiative, along with a desire to achieve client satisfaction, for a record of accomplished results. Skills Space Planning Workplace Strategy Project Coordination FF&E Expertise Problem Resolution ADA & Building Codes Written & Verbal Communication Product Specification AutoCAD MS Office Suite Salesforce ADA, Specification AutoCAD, Strategy Budgets, Verbal Communication Change management, Written COUNCIL Creativity Customer satisfaction Direction Documentation Innovation Interior design Team lead Leadership Materials Meetings MS Office Suite Office Organizational Personnel Presentations Problem Resolution Processes Procurement Programming Project Coordination Real Estate Retail Sales Space Planning Work History INDEPENDENT DESIGNER , 04/2020 to Current Company Name – City , State Create Site and Fixture Plans utilizing AutoCAD for Walgreens, Chipotle, and Aspen Dental for use by Real Estate Developers and Property Investors. Perform on-site surveys to produce AutoCAD floor plan drawings of existing spaces for electronic documentation, in addition to providing space improvement solutions and options. SPECIFICATIONS MANAGER , 01/2015 to 03/2020 Company Name – City , State Traveled extensively throughout my territory creating and conducting product presentations/meetings for Architects, Designers, Builders, Furniture Manufacturers, Facility Managers, Retail and Commercial End Users. Initiated new business and grew existing accounts by 40 percent while maintaining/nurturing relationships. Identified and targeted high value projects in planning stages to drive specifications, resulting in exceeded sales goals. WORKPLACE CONSULTANT , 01/2003 to 01/2015 Company Name – City , State Worked as team lead in creating well-connected workplaces utilizing design processes from programming and design analysis to space","Candidate Category: DESIGNER | Skills:  | Resume Summary: INDEPENDENT DESIGNER Professional Summary Independent and results driven Design Professional with an extensive background in the design process. Proficient in taking initiative, along with a desire to achieve client satisfaction, for a record of accomplished results. Skills Space Planning Workplace ..."
CV-KAG-21705160,Kaggle/GitHub Resume.csv,DESIGNER,Kaggle Candidate 21705160,DESIGNER Specialist,['Spring'],"GRAPHIC DESIGNER Experience Graphic Designer January 2014 to January 2015 Company Name － City , State With a personal interest in design, Rowena served as one of the Club Officers from Fall 2014 to Spring 2015 as the Graphic Designer where she designs and creates event posters not only for the club ...","GRAPHIC DESIGNER Experience Graphic Designer January 2014 to January 2015 Company Name － City , State With a personal interest in design, Rowena served as one of the Club Officers from Fall 2014 to Spring 2015 as the Graphic Designer where she designs and creates event posters not only for the club itself but also other clubs on campus. Human Resource Manager - Intern January 2006 Company Name － City , State Sales Person January 2002 to January 2004 Company Name － City , State Education 2010 Holy Innocents' High School Singapore Singapore Journalism , 2015 De Anza College － City , State Journalism Additional Information profile Rowena is a dedicated aspiring fashion journalist hoping to transfer from De Anza College to Rutgers University in Fall 2016. Skills Graphic Designer, posters","Candidate Category: DESIGNER | Skills: Spring | Resume Summary: GRAPHIC DESIGNER Experience Graphic Designer January 2014 to January 2015 Company Name － City , State With a personal interest in design, Rowena served as one of the Club Officers from Fall 2014 to Spring 2015 as the Graphic Designer where she designs and creates event posters not only for the club ..."
CV-KAG-26496059,Kaggle/GitHub Resume.csv,DESIGNER,Kaggle Candidate 26496059,DESIGNER Specialist,"['Automation', 'CSS', 'HTML']","GRAPHIC DESIGNER Summary Multi-talented Graphic Designer consistently motivated for success and goal driven. Skilled in Photoshop, Illustrator, Animate, Indesign, HTML and CSS. I am adaptable and driven with a strong work ethic and ability to thrive in a team-based environment. I have experience wit...","GRAPHIC DESIGNER Summary Multi-talented Graphic Designer consistently motivated for success and goal driven. Skilled in Photoshop, Illustrator, Animate, Indesign, HTML and CSS. I am adaptable and driven with a strong work ethic and ability to thrive in a team-based environment. I have experience with Adobe Creative Suite, particularly with Photoshop and Illustrator, and I have a vast knowledge of typography. Skills Adobe Photoshop Adobe Premiere Pro Adobe Lightroom Adobe Illustrator Adobe Indesign Adobe Animate HTML/CSS Coding Written and Social Communication Skills Microsoft Word/Excel Adobe Dreamweaver Visual design Team building Decision-making Calm under pressure Flexible creative approach Excellent workflow management Experience Graphic Designer | 02/2021 to Current Company Name - City , State Graphic Design Experience: Worked with customers to present mockups and collect information for adjustments. Developed engaging marketing and promotional advertisements to generate sales revenue and grow customer base. Developed, designed, laid out and produced variety of technical illustrations for brochures, banners and signs. Fostered relationships with retail clients through effective communication, negotiation and collaboration. Consulted with clients to define design requirements and manage product development projects. Created corporate brands by designing cohesive looks between logos and letterheads. Designed new, on-brand visual elements focusing on concept and messaging. I have of 3 years of Photoshop experience with extensive knowledge of the basics: masking, layers, silos, camera raw adjustments, shortcuts, and understanding of light, transparencies and color density, shadowing, Resolution and image sizing, strategy for retouching, Manipulating selections, Selecting with Magnetic Lasso tool, cropping an image, applying a gradient layer, applying a layer style, adding borders, adding an adjustment layer, creating a panorama, correcting image distortion, extendi","Candidate Category: DESIGNER | Skills: Automation, CSS, HTML | Resume Summary: GRAPHIC DESIGNER Summary Multi-talented Graphic Designer consistently motivated for success and goal driven. Skilled in Photoshop, Illustrator, Animate, Indesign, HTML and CSS. I am adaptable and driven with a strong work ethic and ability to thrive in a team-based environment. I have experience wit..."
CV-KAG-29524570,Kaggle/GitHub Resume.csv,DESIGNER,Kaggle Candidate 29524570,DESIGNER Specialist,"['Algorithms', 'C', 'HTML', 'Oracle', 'SQL']","WEB DESIGNER Professional Summary Trained Quality Assurance Specialist with a demonstrated history of working in the pharmaceuticals industry. Skilled in Risk Assessment, Regulatory summary writings, Documentation, Quality Assurance, Quality System, and Data Analysis. Strong quality assurance profes...","WEB DESIGNER Professional Summary Trained Quality Assurance Specialist with a demonstrated history of working in the pharmaceuticals industry. Skilled in Risk Assessment, Regulatory summary writings, Documentation, Quality Assurance, Quality System, and Data Analysis. Strong quality assurance professional with a Masters in Computer Science and Bachelors in Electronics. Skills Work History Web designer , and Database designer: One Plus, Glasgow, UK. Web designer: Nuclear disarmament, Glasgow. UK. Office assistant: Iona community. Glasgow, UK. Polling Clark in a Scottish parliament election (2004) Care Assistant in BUPA care home, Glasgow. Specific skills: Langages: C & C# Data base: ORACLE, SQL Web Technologies: ASP.NET, HTML5, CSS3, Dream weaver. Currently Quality specialist , 07/2015 to Current City Preparation of the Elemental impurity Risk reports for drug products and API Experienced in developing risk analysis model and conducting thorough risk assessment starting from the basic till final report Generating regulatory summary for all the approved elemental impurities reports (US and Canada) Collaborate globally and cross functionally (in CFTs) with in varying sites to complete complex project goals. Sites: Ludwigshafen, Sligo, Cork, AP16, Puerto Rico, and Campoverde.(e.g. gluten, elemental impurities, and API metal catalysts) Author, co-author and verify multiple risk control assessments pertaining to elemental impurities, gluten, and metal catalyst used in AbbVie drug products & API. In-depth understanding of ICH Q3D, EMA, Pharm Eur, USP, and Gluten-FDA in relation to Abbvie drug products. Assist compendial services with heavy metal deletion project in relation to Abbvie API's Proficient in MS Word, Excel, Adobe Acrobat, power point, Visio, and other commonly used software. Web master , IBTN research group, UIC- February 2014 to till date Duties: Developed the official website of ""IBTN research group "". Weekly Updation of the site with all the details of major","Candidate Category: DESIGNER | Skills: Algorithms, C, HTML, Oracle, SQL | Resume Summary: WEB DESIGNER Professional Summary Trained Quality Assurance Specialist with a demonstrated history of working in the pharmaceuticals industry. Skilled in Risk Assessment, Regulatory summary writings, Documentation, Quality Assurance, Quality System, and Data Analysis. Strong quality assurance profes..."
CV-KAG-15936656,Kaggle/GitHub Resume.csv,DESIGNER,Kaggle Candidate 15936656,DESIGNER Specialist,[],"FLORAL DESIGNER Summary Floral Designer with more than six years experience in artistically arranging real flowers, leaves, and other decorations; making bouquets, wreaths, wedding decorations, and other kinds of floral designs. Experience Floral Designer 08/2017 Company Name City , State Floral Des...","FLORAL DESIGNER Summary Floral Designer with more than six years experience in artistically arranging real flowers, leaves, and other decorations; making bouquets, wreaths, wedding decorations, and other kinds of floral designs. Experience Floral Designer 08/2017 Company Name City , State Floral Designer Freelancer 06/2017 Company Name City , State Floral Designer Freelancer 11/2016 Company Name City , State Created exciting wedding arrangements, bridal bouquets and centerpieces. Floral designer 08/2015 to 06/2016 Company Name City , State Decorated luxurious rooms for VIP guests (such as Presidents, Princess of Thailand, Arab Sheikhs). Ordered and purchased flowers from growers and wholesalers. Designed lobby flower arrangements. Decorated private hotel rooms and private dinners. Designed, arranged, and wrapped varieties of spiral bouquets for guests. Floral Designer 09/2013 to 07/2015 Company Name City , State Created exciting wedding and anniversary arrangements, bridal bouqets and centerpieces. Floral Designer 08/2011 to 06/2013 Company Name City , State Designed holiday, wedding, and graduation event displays using fresh flower arrangements. Decorated hotel halls and private rooms. Stocked, cut, and watered plants and flowers. Itemized and totaled purchases for individual and corporate customers. Ordered and purchased flowers from growers and wholesalers. Ensured health and cleanliness of flowers and foliage before storage. Answered telephones, took orders, wrapped arrangements. Advised customers on how to look after the flowers or plants they buy. Highlights Understanding art, style, and use of color Makeing up bouquets and arrangements based on own ideas, design books and customers' requirements Wrapping arrangements and gifts Creating exciting pieces within a budget or with limited resources Experienced in a wide variety of live flowers Organized to keep on top of multiple orders and complicated projects Education 2003 Republican Art College City , Uzbekista","Candidate Category: DESIGNER | Skills:  | Resume Summary: FLORAL DESIGNER Summary Floral Designer with more than six years experience in artistically arranging real flowers, leaves, and other decorations; making bouquets, wreaths, wedding decorations, and other kinds of floral designs. Experience Floral Designer 08/2017 Company Name City , State Floral Des..."
CV-KAG-13557622,Kaggle/GitHub Resume.csv,DESIGNER,Kaggle Candidate 13557622,DESIGNER Specialist,['Tester'],"VR DESIGNER Summary A Game Designer with exceptional modeling and prioritization skills looking for a career in an organization that would enhance and further skillset. Experience 01/2017 VR Designer Company Name － City , State Help facilitate the process of Game Development using Unity 5 and virtua...","VR DESIGNER Summary A Game Designer with exceptional modeling and prioritization skills looking for a career in an organization that would enhance and further skillset. Experience 01/2017 VR Designer Company Name － City , State Help facilitate the process of Game Development using Unity 5 and virtual reality. T.A. for Boeing Game Development course at Chronos Global Academy. 3D Modeler, Texture, Lighting and Sound special for Unity 5 and Unreal Engine 4. Sales and Marktering of VR titles on Steam and Vive-port Construction, John Ewing. 01/2016 Game Tester Company Name － City , State Provided expertise in testing games. Reported results and made sure the quality was production ready. Worked with teams in game functionality using multi language applications. 01/2015 City , State Education and Training 2014 Advanced Modeling, Advanced Animation, Level and World Building. Having a passion for weed and its comsumers and excellents in people skills Able to distinguish Cannabis strains, such as Sativa vs. Indica vs. Hybrid : Fine Art and Game Design Animation/FX Artist Sanford Brown － City , State Fine Art and Game Design Animation/FX Artist Skills 3D, Photoshop, Animation, game design, Lighting, Maya, Modeling, Painter, people skills, quality, reality, Rendering, Sales, Sound, Sound Design","Candidate Category: DESIGNER | Skills: Tester | Resume Summary: VR DESIGNER Summary A Game Designer with exceptional modeling and prioritization skills looking for a career in an organization that would enhance and further skillset. Experience 01/2017 VR Designer Company Name － City , State Help facilitate the process of Game Development using Unity 5 and virtua..."
CV-KAG-41506705,Kaggle/GitHub Resume.csv,DESIGNER,Kaggle Candidate 41506705,DESIGNER Specialist,['Linux'],MECHANICAL DESIGNER Professional Profile ​ Design Engineer with a proven track record of success. Offer excellence in analytical decision making and product innovation to drive business growth and collaboration. An articulate presenter with the ability to communicate technical information in a clear...,"MECHANICAL DESIGNER Professional Profile ​ Design Engineer with a proven track record of success. Offer excellence in analytical decision making and product innovation to drive business growth and collaboration. An articulate presenter with the ability to communicate technical information in a clear and concise manner. ​ Enthusiastic and driven design engineer with diverse experience across project life cycle, including research and development, manufacturing, and project leadership. A strong conceptual thinker with the ability to align teams to achieve strategic business objectives. ​ Technically-savvy design engineer experienced in the research, development, design and manufacturing of various product types . Qualifications including certifications in Machine Operation & Programming (CNC Laser/Punch) , expertise in Autodesk Inventor, Autocad and a working knowledge of Solidworks and comprehensive knowledge of Lean Manufacturing principles. Graduate with an Associates Of Applied Science Degree in Computer Aided Drafting & Design seeking a challenging opportunity in process design, development, and support. Self-motivated and committed to improving environmental, health and safety conditions while driving productivity and efficiency. Qualifications Rapid prototyping 3D modeling (Autodesk Inventor/Solidworks) Microsoft office proficient Team player Self-motivated Communication skills Creative thinking Experience Mechanical Designer 10/2011 to 01/2017 Company Name City , State Design Ammonia Processing Control Units using Autodesk Inventor. Create working drawings for the shop floor. Check and update/advise changes to the P&ID as needed. Consult project managers on design changes. Solve problems on shop floor. 5+ experience in CAD modeling. Assisted with design of engineering projects, including products, parts and components. Read and interpreted blueprints and created engineering drawings and sketches. Sketched outline designs and used CAD programs to create detaile",Candidate Category: DESIGNER | Skills: Linux | Resume Summary: MECHANICAL DESIGNER Professional Profile ​ Design Engineer with a proven track record of success. Offer excellence in analytical decision making and product innovation to drive business growth and collaboration. An articulate presenter with the ability to communicate technical information in a clear...
CV-KAG-32954522,Kaggle/GitHub Resume.csv,DESIGNER,Kaggle Candidate 32954522,DESIGNER Specialist,[],"FLORAL DESIGNER Summary I am a retail floral designer who is energetic, outgoing and detail-oriented. I can handle multiple responsibilities simultaneously while providing exceptional customer service. I have been in floral sales for 13 years and in other avenues of retail sales for over 20 years. I...","FLORAL DESIGNER Summary I am a retail floral designer who is energetic, outgoing and detail-oriented. I can handle multiple responsibilities simultaneously while providing exceptional customer service. I have been in floral sales for 13 years and in other avenues of retail sales for over 20 years. I am a driven and results-focused professional seeking a position in a company in which I can share my talents. Experience 10/2014 to 01/2015 Company Name City , State Plan arrangement according to client's requirements, utilizing knowledge of design and properties of materials, or select appropriate standard design pattern. Cheerfully assisted staff to have a productive and festive holiday season. Resolve customer complaints regarding sales and service. Greet customers and ascertain what each customer wants or needs. Attended sales seminar to learn techniques for increasing sales for each order.Suggestive selling. Floral Designer 01/2006 to 09/2014 Company Name City , State Open store in morning. Filing sales receipts, taking phone orders, collecting orders from Teleflora Dove system. Confer with clients and giving quality customer service regarding price and type of floral arrangement or gourmet fruit basket desired and the date, time, and place of delivery. Trim material and arrange bouquets, wreaths, terrariums, and other items using trimmers, shapers, wire, pins, floral tape, foam, and other materials. Perform office and retail service duties such as keeping financial records, serving customers, answering telephones, selling giftware items and receiving payment. Inform customers about the care, maintenance, and handling of various flowers and foliage, indoor plants, and other items. Decorate or supervise the decoration of buildings, halls, churches, or other facilities for parties, weddings and other occasions. Itemize and total customer merchandise selection at checkout counter, using cash register, and accept cash or charge card for purchases. Attend floral symposiu","Candidate Category: DESIGNER | Skills:  | Resume Summary: FLORAL DESIGNER Summary I am a retail floral designer who is energetic, outgoing and detail-oriented. I can handle multiple responsibilities simultaneously while providing exceptional customer service. I have been in floral sales for 13 years and in other avenues of retail sales for over 20 years. I..."
CV-KAG-44185767,Kaggle/GitHub Resume.csv,DESIGNER,Kaggle Candidate 44185767,DESIGNER Specialist,"['C', 'Network', 'QA', 'Security']","SOLUTION DESIGNER Career Overview Solutions-oriented Consultant possessing a unique combination of skills, including Pre-Sales, Business Analysis, Project Management and applications development experience in multiple top-tier ERP Systems. Qualifications Technical Project Management ITIL Intermediat...","SOLUTION DESIGNER Career Overview Solutions-oriented Consultant possessing a unique combination of skills, including Pre-Sales, Business Analysis, Project Management and applications development experience in multiple top-tier ERP Systems. Qualifications Technical Project Management ITIL Intermediate Certifications Systems Implementation Large-scale systems Client Facing Pre-Sales Solution Selling Business Process I mprovement Accomplishments Proven track record building, managing and leading multi-disciplinary teams across various domains and skill levels Created a comprehensive business development strategy and change management program for a global ERP implementation Project Manager, with over 4000 hours of experience, on various Information Management and Communication projects Exceeded sales quota by 5% in assigned territories by providing Pre-Sales support to internal and external customers Led the successful full life-cycle of multiple ERP implementations as Lead Functional consultant Cultivated cross-functional communications through the creation of strategic relationships Work Experience Solution Designer 02/2014 to 02/2016 Company Name City , State Designed and delivered management value added consulting and strategic technology infrastructure solutions for the Air Transit Industry market space Technical Project Manager for the implementation of over 300 CUSS (Common Use Self Service) Kiosks and supporting IT infrastructure for a major discount airline at twenty-two airports valued at over $5M Technical Project Manager for the development of new technologies and platforms, such as PaaS and SaaS, to help solve technical challenges or limitations in clients' infrastructure Developed workload based staffing standards to determine proper manning levels for proposed solutions Created Professional Continuum for 500 employees assigned to the SITA Service Group (SGS) Managed multiple application development projects using Agile development methodology Developed st","Candidate Category: DESIGNER | Skills: C, Network, QA, Security | Resume Summary: SOLUTION DESIGNER Career Overview Solutions-oriented Consultant possessing a unique combination of skills, including Pre-Sales, Business Analysis, Project Management and applications development experience in multiple top-tier ERP Systems. Qualifications Technical Project Management ITIL Intermediat..."
CV-KAG-14014749,Kaggle/GitHub Resume.csv,DESIGNER,Kaggle Candidate 14014749,DESIGNER Specialist,['C'],"GRAPHIC DESIGNER Summary I am a hardworking and multi-talented individual who loves to design, play sports, and learn. I am always up for a challenge and look forward to always striving to become better. Highlights Microsoft Office Suite Adobe Photoshop/ InDesign/ Illustrator MAC/Windows OS CorelDra...","GRAPHIC DESIGNER Summary I am a hardworking and multi-talented individual who loves to design, play sports, and learn. I am always up for a challenge and look forward to always striving to become better. Highlights Microsoft Office Suite Adobe Photoshop/ InDesign/ Illustrator MAC/Windows OS CorelDraw Software Photobench Software Photography [Nikon, Canon] Creative and artistic Self-motivated professional Quick learner Time management Experience 10/2015 to 01/2016 Graphic Designer Company Name - City , State Photographed new cellphone cases using Photobench Software and a Canon camera. Edited the photos using Photoshop and applied over one thousand designs photoshopped onto the cellphone cases. Create various images for the website as well as web banners. Fulfill cellphone case orders on CorelDraw, applying the right design for each order. 10/2015 Bartender Company Name - City , State Tended the bar at the tournament for private companies who rented out cabana spaces, made sure all the guests enjoyed their time as well as provided non alcoholic and alcoholic beverages. Ensured the bar table was clean at all times, as well as kept the bar stocked with all available beverage options. 08/2014 to 04/2016 Athlete - Retail Associate Company Name - City , State Deliver a premium consumer experience by demonstrating the expertise of Nike products and services to give consumers what they need to connect, train, and compete with the knowledge to achieve their goals. Unloaded deliveries and processed incoming products to be directed immediately to the sales floor. 09/2013 to 01/2014 Restaurant Hostess Company Name - City , State Greet incoming and exiting guests with Forbes Five Star customer service guidelines and take down information for the parties. Answered incoming phone calls on a multiline telephone, answered questions and directed their calls accordingly, as well as taking down reservations for guests. Monitored the open tables and seated guest accordingly, helped serv","Candidate Category: DESIGNER | Skills: C | Resume Summary: GRAPHIC DESIGNER Summary I am a hardworking and multi-talented individual who loves to design, play sports, and learn. I am always up for a challenge and look forward to always striving to become better. Highlights Microsoft Office Suite Adobe Photoshop/ InDesign/ Illustrator MAC/Windows OS CorelDra..."
CV-KAG-34349255,Kaggle/GitHub Resume.csv,DESIGNER,Kaggle Candidate 34349255,DESIGNER Specialist,[],"INTERIOR DESIGNER Summary A results oriented designer with the objective to evolve creatively in the field of interior design. Experienced, organized and adept at developing creative solutions. Experience Interior Designer January 2011 to Current Interior Designer/ Outside Sales Representative March...","INTERIOR DESIGNER Summary A results oriented designer with the objective to evolve creatively in the field of interior design. Experienced, organized and adept at developing creative solutions. Experience Interior Designer January 2011 to Current Interior Designer/ Outside Sales Representative March 2006 to January 2011 Company Name － City , State Established new accounts and business relationships with construction companies and local builders. Assisted builders and their clients with specification of all interior finishes within budget. Provided design sketches and spec sheets to clients and contractors. Placed orders accordingly and scheduled deliveries. Interfaced with contractor and installers to ensure proper procurement. Attended company sales meetings to establish new goals and sales quotas. Interior Designer May 2005 to August 2009 Company Name － City , State Consulted with clients to determine architectural and design preference. Assisted in selection of all interior and exterior finishes. Developed design drawings and spec sheets accordingly. Interfaced with builder and all sub-contractors on site to ensure proper procurement and installation. Oversight of all product and materials orders and deliveries. Maintained communication with clients and contractor throughout the building process to facilitate any special requests or change orders. Designers i / Owner City , State Consult with clients and/or contractors to determine scope of work, design style preferences and budgets. Specify products and materials accordingly. Originate and develop design concepts and presentations for clients including design drawings, renderings and furniture designs if custom curation is called for. Provide detailed spec sheets, design drawings and pricing to contractor. Facilitate orders and deliveries of materials utilizing spreadsheets and point of sale system. Maintain communicative relationships with all participating parties including clients, contractors, product repres","Candidate Category: DESIGNER | Skills:  | Resume Summary: INTERIOR DESIGNER Summary A results oriented designer with the objective to evolve creatively in the field of interior design. Experienced, organized and adept at developing creative solutions. Experience Interior Designer January 2011 to Current Interior Designer/ Outside Sales Representative March..."
CV-KAG-16288901,Kaggle/GitHub Resume.csv,DESIGNER,Kaggle Candidate 16288901,DESIGNER Specialist,[],"INTERIOR DESIGNER OBJECTIVE To obtain a position with a reputed organization, where I can utilize my skills to contribute the organization's success, a position where my education, experience and motivation allow me to make a valuable contribution. Highlights Proficient in AutoCAD Adobe InDesign Ado...","INTERIOR DESIGNER OBJECTIVE To obtain a position with a reputed organization, where I can utilize my skills to contribute the organization's success, a position where my education, experience and motivation allow me to make a valuable contribution. Highlights Proficient in AutoCAD Adobe InDesign Adobe Photoshop Concept development Drafting Photography Space planning Product specifications Interior architectural detailing Color and material application Proficient with furniture systems Experience 01/2015 to 01/2016 Interior Designer Company Name Create comprehensive drawings perfectly referring to available notes, sketches, and tender drawings received from contractors. Prepare detailed technical content. Create drawings using AutoCAD for fabrication and production. Apply modifications on Shop Drawings as per received revisions from consultants. Prepare a full Submittal of Shop Drawings. 10/2013 to 06/2014 Company Name Shop drawings and Preparation of architectural shop drawings and details. Assist PM to verify quantities of works and materials. Make frequent and efficient site visits to check on quality of works. Ensure implementation of designs and plans on site. 01/2013 to 01/2016 Interior Designer Assign meeting with clients. Planning and decorating interior spaces as per client's requests and needs. Draw up sketches or designs in order to help clients visualize how their space will look. Recommend finishes and treatments for all areas of the space. Make frequent and efficient site visits to check on work. Ensure implementation of designs and plans on site. 07/2011 to 01/2016 Fashion Designer Design clothing and accessories, creating original garments or design garments that follow well established fashion trends. Develop the line of color and kinds of materials. Visiting textile showrooms to keep up-to-date on the latest fabrics. Work with the stitching staff to ensure design protocols are being followed. Education 2014 Bachelor of Arts : Interior Design Lebanes","Candidate Category: DESIGNER | Skills:  | Resume Summary: INTERIOR DESIGNER OBJECTIVE To obtain a position with a reputed organization, where I can utilize my skills to contribute the organization's success, a position where my education, experience and motivation allow me to make a valuable contribution. Highlights Proficient in AutoCAD Adobe InDesign Ado..."
CV-KAG-25422388,Kaggle/GitHub Resume.csv,DESIGNER,Kaggle Candidate 25422388,DESIGNER Specialist,"['CSS', 'HTML']","GRAPHIC DESIGNER Summary Driven Graphic Artist adept at managing heavy workloads while focusing on designing creative, visually-appealing graphics. Focused, extremely organized, and comfortable working in fast-paced, deadline-driven environments. Expert in preflighting and optimizing artwork for hig...","GRAPHIC DESIGNER Summary Driven Graphic Artist adept at managing heavy workloads while focusing on designing creative, visually-appealing graphics. Focused, extremely organized, and comfortable working in fast-paced, deadline-driven environments. Expert in preflighting and optimizing artwork for high-quality print-ready files. Skilled in a variety of designs, logos and marketing packages, while always keeping up with the latest design trends and the latest technology. Accustomed to surpassing expectations in deadline-driven environments and always open to criticism with an attitude that every idea will lead to greater, bigger ideas. Technical Skills and Qualifications Adobe Creative Suite, Adobe InDesign, Adobe Illustrator, Adobe Photoshop, Adobe Acrobat, QuarkXpress, Dreamweaver, HTML Coding, CSS, Microsoft Office Suite, Promotional Materials, Extensive Direct-Mail Experience Relevant Skills Self-Motivated, Sense-of-Humor, Conceptual Thinker, Attention-to-Detail, Strong Design Sense, Resourceful Researcher, Advanced Typography Knowledge Leadership Skills, Friendly Attitude, Professional Behavior, Expert Juggling Skills, Creative and Artistic, Resourceful Researcher, Quick Learner, Time Management Experience 07/2012 to 10/2015 Graphic Designer Company Name - City , State Prepared layouts and drawings in compliance with established templates and design standards. Designed unique print materials, including advertisements, brochures and logo designs. Designed web pages, graphic elements and infographics for email newsletters. 05/2009 to 02/2015 Graphic Designer Company Name - City , State Designed unique print materials, including advertisements, brochures and logo designs. Prepared layouts and drawings in compliance with established templates and design standards. Contributed ideas during strategic and conceptual brainstorming sessions. Recommended techniques, methods and media best suited to produce desired visual effects. Prioritized graphic workload and effectively","Candidate Category: DESIGNER | Skills: CSS, HTML | Resume Summary: GRAPHIC DESIGNER Summary Driven Graphic Artist adept at managing heavy workloads while focusing on designing creative, visually-appealing graphics. Focused, extremely organized, and comfortable working in fast-paced, deadline-driven environments. Expert in preflighting and optimizing artwork for hig..."
CV-KAG-22496394,Kaggle/GitHub Resume.csv,DESIGNER,Kaggle Candidate 22496394,DESIGNER Specialist,[],"CAD DESIGNER Summary Personable CAD Designer/Drafter who communicates openly and effectively with all involved, from construction site workers to company CEOs. Successfully sees projects through from initial planning stages to completion.Highly skilled with broad expertise. Successful at anticipatin...","CAD DESIGNER Summary Personable CAD Designer/Drafter who communicates openly and effectively with all involved, from construction site workers to company CEOs. Successfully sees projects through from initial planning stages to completion.Highly skilled with broad expertise. Successful at anticipating future issues and implementing creative solutions. Highlights Land development planning Erosion and sedimentation control Technical plan execution Civil 3D AutoCAD specialist Water piping design Complex problem solver Advanced critical thinking Strong decision maker Map creation software Topographic studies Surveying Local municipality projects Land use approval process Construction surveying Permit applications Inland Empire regional knowledge Highly accurate Independent worker Experience CAD DESIGNER 01/2002 to 01/2003 Company Name City , State Prepared standard engineering computations, surveys and designs.Produced and issued precise technical specifications and data sheets.Controlled budget and established company efficiency policies to maximize profits.Surveyed project sites to establish reference points to guide construction.Monitor construction site progress and managed issues that arose. CAD DESIGNER 01/2003 to 01/2004 Company Name City , State Prepared standard engineering computations, surveys and designs.Produced and issued precise technical specifications and data sheets.Controlled budget and established company efficiency policies to maximize profits. SURVEY TECH 01/2004 to 01/2007 Company Name City , State Prepared standard engineering computations, surveys and designs.Produced and issued precise technical specifications and data sheets.Controlled budget and established company efficiency policies to maximize profits.Surveyed project sites to establish reference points to guide construction.Monitor construction site progress and managed issues that arose. CAD DESIGNER 01/2007 to 02/2008 Company Name City , State Prepared standard engineering computations, ","Candidate Category: DESIGNER | Skills:  | Resume Summary: CAD DESIGNER Summary Personable CAD Designer/Drafter who communicates openly and effectively with all involved, from construction site workers to company CEOs. Successfully sees projects through from initial planning stages to completion.Highly skilled with broad expertise. Successful at anticipatin..."
